抓取時間,超連結,物件標題,物件價格,格局,地址 , 物件類型 , 屋齡 , 樓層,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS177630&pi=12&st=&si=7&spu=heaabkd,天母首購美裝潢三房,1900萬,3房2廳2衛(含加蓋1房)28.68坪(建坪),台北市北投區中山北路七段 , 華廈 , 40.2年 , 1 / 7樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=ZS187442&pi=12&st=&si=8&spu=heaabkd,白色康寧公寓頂加,2980萬,3房2廳2衛(含加蓋2房/1廳/1衛)46.51坪(建坪),台北市內湖區康寧路三段 , 公寓 , 37.6年 , 5 / 5樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS169762&pi=12&st=&si=9&spu=ahgakkg,北投溫泉路超低總價正三房,898萬,3房2廳3衛25.28坪(建坪),台北市北投區溫泉路 , 公寓 , 49.2年 , 2 / 4樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=ZS181075&pi=13&st=&si=2&spu=ahfakkh,新北投泉源路二房,788萬,2房2廳1衛23.39坪(建坪),台北市北投區泉源路 , 公寓 , 43.4年 , 4 / 5樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS164429&pi=13&st=&si=5&spu=aiaakkh,泉源華城3房公寓,798萬,3房2廳2衛33.18坪(建坪),台北市北投區泉源路 , 公寓 , 45年 , B1 / 5樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS162774&pi=13&st=&si=6&spu=ahgakke,新北投秘境溫泉公寓,1030萬,2房2廳1衛28.31坪(建坪),台北市北投區溫泉路 , 公寓 , 49.2年 , 3 / 4樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=ZS186297&pi=13&st=&si=8&spu=dfgafkh,CZ6京站雙子星高樓美屋A,765萬,1房1廳1衛14.28坪(建坪),台北市大同區市民大道一段 , 大樓 , 15.3年 , 17 / 18樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS177092&pi=13&st=&si=9&spu=fcahbkd,南京精美2房華廈,1680萬,降價1499,台北市松山區南京東路五段 , 華廈 , 26.4年 , 5 / 6樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=ZS187003&pi=13&st=&si=10&spu=fcahbkd,獨家天王星｜電梯兩房,3580萬,降價3100,台北市中山區建國北路二段 , 華廈 , 40.1年 , 2 / 10樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS163773&pi=14&st=&si=3&spu=ahgakkd,天母磺溪庭院山景名宅,2880萬,3房2廳2衛78.55坪(建坪),台北市北投區行義路 , 華廈 , 43.5年 , 1 / 7樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=HS59030&pi=14&st=&si=4&spu=ahgakkd,西門町買車位送26坪商業地,4500萬,129.15坪(建坪),台北市萬華區昆明街 , 華廈 , 44.3年 , B1 / 9樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS174370&pi=14&st=&si=5&spu=agiefkd,稀有挑高豪邸大庭院車庫,5280萬,降價4980,台北市北投區稻香路 , 華廈 , 30年 , B2-1 / 8樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS161215&pi=14&st=&si=7&spu=agkakkd,奇岩大空間邊間樓中樓,3288萬,7房2廳4衛(含加蓋5房/1衛)71.54坪(建坪),台北市北投區公館路 , 公寓 , 34.4年 , B1-2 / 5樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS165923&pi=14&st=&si=8&spu=agkakkd,新北投溫泉大戶頂加,1880萬,6房3廳3衛(含加蓋3房/1廳/1衛)37.88坪(建坪),台北市北投區溫泉路銀光巷 , 公寓 , 49.3年 , 4 / 4樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS127961&pi=14&st=&si=9&spu=ahfakkd,薇閣景觀名人錄,2688萬,3房3廳3衛(含加蓋1房)80.3坪(建坪),台北市北投區新民路 , 華廈 , 28.5年 , 7 / 10樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=ZS120750&pi=14&st=&si=10&spu=ahfakkd,試院路四巷美屋,1280萬,5房廳5衛39.56坪(建坪),台北市文山區試院路 , 華廈 , 31.1年 , B1 / 5樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=ZS180175&pi=15&st=&si=3&spu=agjakke,A4全區最低價套房加車位,1040萬,1房1廳1衛21.05坪(建坪),台北市北投區新民路 , 華廈 , 11.5年 , 3 / 5樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS171081&pi=15&st=&si=4&spu=agiakkg,泉之鄉溫泉景觀兩房,888萬,2房1廳1衛21.94坪(建坪),台北市北投區溫泉路 , 華廈 , 47.1年 , 3 / 7樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS168527&pi=15&st=&si=5&spu=ahfakkd,新北投綠景湯屋三房雙車位,2688萬,3房3廳3衛(含加蓋1房)80.3坪(建坪),台北市北投區新民路 , 華廈 , 28.5年 , 7 / 10樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS176021&pi=15&st=&si=7&spu=afkhbkd,近捷運一樓好舒適,2280萬,降價1998,台北市北投區杏林三路 , 公寓 , 47.5年 , 1 / 4樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS177324&pi=15&st=&si=9&spu=fhaabak,T200奧之細道坡平車位,330萬,10.57坪(建坪),台北市士林區天玉街 , 其他 , 22.2年 , B4 / 19樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=ZS168679&pi=15&st=&si=10&spu=agjakkd,玉成公園雙車位一樓,2798萬,6房3廳2衛60.04坪(建坪),台北市南港區成福路 , 公寓 , 39.7年 , 1 / 5樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS165293&pi=16&st=&si=2&spu=agjakkd,晴園溫泉庭院一樓,1150萬,2房2廳1衛26.72坪(建坪),台北市北投區幽雅路 , 華廈 , 28.8年 , 1-B1 / 5樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS170303&pi=16&st=&si=4&spu=agjakkd,復興崗亮麗大三房平車,1958萬,3房2廳2衛45.87坪(建坪),台北市北投區崗山路 , 公寓 , 35.4年 , 5 / 5樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS165577&pi=16&st=&si=5&spu=aiaakkd,七段地上權景觀別墅,1680萬,6房4廳3衛68.31坪(建坪),台北市士林區中山北路七段 , 別墅 , 59.9年 , 1 / 2樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS167683&pi=16&st=&si=6&spu=aiaakkd,廣陽世家樓中樓,1480萬,5房3廳3衛(含加蓋1房)66.42坪(建坪),台北市北投區中和街 , 華廈 , 29.4年 , 1 / 10樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=WS22912&pi=16&st=&si=7&spu=aiaakkd,松江南京高產值B1,3000萬,4廳1衛120.06坪(建坪),台北市中山區新生北路一段 , 大樓 , 45.5年 , B1 / 12樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=ZS184843&pi=16&st=&si=8&spu=adkhfki,BZ9晶華獨家蛋黃麒麟宅邸,699萬,降價620,台北市中山區新生北路二段 , 大樓 , 44.3年 , 11 / 12樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=ZS180762&pi=17&st=&si=1&spu=aeahkkd,文湖線玫瑰美寓,2168萬,降價1798,台北市文山區興德路 , 公寓 , 46.3年 , 4 / 4樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS176703&pi=17&st=&si=2&spu=djaabak,士東路坡平車位,280萬,15.15坪(建坪),台北市士林區士東路 , 大樓 , 33.8年 , B1 / 11樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=WS35594&pi=17&st=&si=3&spu=eckebkd,中山國小電梯景觀2室,2650萬,降價2388,台北市中山區新生北路三段 , 華廈 , 37.8年 , 5 / 8樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=WS36482&pi=17&st=&si=4&spu=gckabkd,牯嶺公園獨棟三房美廈,3188萬,3房2廳2衛(含加蓋1房)37.88坪(建坪),台北市中正區牯嶺街 , 華廈 , 39年 , 3 / 7樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=OS198397&pi=17&st=&si=5&spu=gckabkd,敦南逸園四房平車,5188萬,4房2廳2衛51.59坪(建坪),台北市大安區臥龍街 , 大樓 , 34.5年 , 6 / 11樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=WS37206&pi=17&st=&si=6&spu=icaabkd,中山達麗稀有兩房車,3350萬,2房2廳2衛33.98坪(建坪),台北市中山區長安東路一段 , 華廈 , 10.3年 , 4 / 7樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=ZS187644&pi=17&st=&si=7&spu=icaabkd,AZ8上京棧寥若晨星露台戶,4988萬,2房2廳2衛40.68坪(建坪),台北市中正區衡陽路 , 大樓 , 8.5年 , 14 / 15樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=ZS187871&pi=17&st=&si=8&spu=icaabkd,FZ4圓山捷運理想成家三房,3168萬,3房2廳2衛42.15坪(建坪),台北市大同區民族西路 , 大樓 , 29.6年 , 7 / 14樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=ZS187744&pi=17&st=&si=9&spu=icaabkd,CZ8雙捷市高樓2房車,3680萬,2房2廳1衛38.42坪(建坪),台北市大同區民生西路 , 大樓 , 14.6年 , 8 / 13樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=ZS187709&pi=17&st=&si=10&spu=icaabkd,B11明水悅精裝必買戶,1880萬,1房1廳1衛16.95坪(建坪),台北市中山區明水路 , 華廈 , 17.8年 , 7 / 9樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=WS37588&pi=18&st=&si=1&spu=icaabkd,&國館巨蛋電梯高樓2房,2388萬,2房2廳1衛15.72坪(建坪),台北市大安區忠孝東路四段 , 大樓 , 41.8年 , 10 / 12樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS178099&pi=18&st=&si=2&spu=icaabkd,仰德大道稀有透天車庫,4388萬,6房4廳3衛(含加蓋2房/1廳/2衛)52.45坪(建坪),台北市士林區仰德大道一段 , 透天 , 63.3年 , 1-2 / 2樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=QS31057&pi=18&st=&si=3&spu=icaabkd,翠亨御園市政府站4房,5488萬,4房2廳2.5衛55.64坪(建坪),台北市信義區忠孝東路四段 , 華廈 , 37.2年 , 4 / 6樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=WS37259&pi=18&st=&si=4&spu=icaabkd,中正稀有低總置產宅,1936萬,3房1廳1衛19.42坪(建坪),台北市中正區中華路二段 , 公寓 , 43.9年 , 3 / 5樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=ZS187918&pi=18&st=&si=5&spu=icaabkd,F5首選美堤花園樹海美妝,3588萬,3房2廳1衛43.21坪(建坪),台北市中山區敬業三路 , 華廈 , 24.4年 , 5 / 10樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS178040&pi=18&st=&si=6&spu=icaabkd,地標吾悠超級景觀大戶,8500萬,3房2廳2衛84.01坪(建坪),台北市北投區光明路 , 大樓 , 10.5年 , 26 / 27樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=WS37472&pi=18&st=&si=7&spu=icaabkd,海華大邊間3房,3299萬,3房2廳2衛29.77坪(建坪),台北市信義區忠孝東路五段 , 華廈 , 42.4年 , 1 / 7樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=ZS188013&pi=18&st=&si=8&spu=icaabkd,J8西門站一號出口金店面,8800萬,0房1廳1衛55.62坪(建坪),台北市萬華區成都路 , 大樓 , 31.8年 , 3 / 12樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=ZS188006&pi=18&st=&si=9&spu=icaabkd,J8西門站黃金三角店面,18800萬,0房2廳0衛47.68坪(建坪),台北市萬華區成都路 , 大樓 , 31.8年 , 1-2 / 12樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=WS37437&pi=18&st=&si=10&spu=icaabkd,近古亭捷運住辦大空間,4228萬,2房2廳2衛42.72坪(建坪),台北市中正區和平西路一段 , 大樓 , 37.8年 , 3 / 12樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=QS31449&pi=19&st=&si=1&spu=icaabkd,敦南逸園4房坡平車位,5188萬,4房2廳2衛51.59坪(建坪),台北市大安區臥龍街 , 大樓 , 34.5年 , 6 / 11樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=WS37606&pi=19&st=&si=2&spu=icaabkd,精裝綠蔭公寓鼎佳,4980萬,5房2廳3衛51.15坪(建坪),台北市松山區新東街 , 公寓 , 50.1年 , 4 / 4樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=OS199543&pi=19&st=&si=3&spu=icaabkd,SOGO復興花園住辦美廈,3880萬,4房1廳1衛30.64坪(建坪),台北市大安區復興南路一段 , 大樓 , 36年 , 2 / 16樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS149212&pi=19&st=&si=5&spu=agiakkd,小瑞士美景類二樓美寓,1520萬,2房2廳2衛37.59坪(建坪),台北市北投區泉源路 , 公寓 , 43.1年 , 6 / 7樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS162661&pi=20&st=&si=8&spu=afkakki,廣陽世家露台套房,698萬,1房1廳1衛13.72坪(建坪),台北市北投區中和街 , 華廈 , 29.4年 , 2 / 10樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=ZS179353&pi=20&st=&si=10&spu=ahaakkk,I8大同好光景車位好停,150萬,4.66坪(建坪),台北市大同區環河北路二段 , 其他 , 17.4年 , B2 / 13樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS169686&pi=21&st=&si=2&spu=agiakkd,捷運邊間3房雅寓,1598萬,3房2廳2衛38.05坪(建坪),台北市北投區中和街 , 公寓 , 42.8年 , 4 / 5樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=ZS187452&pi=21&st=&si=6&spu=hdaabkd,景美捷運景觀電梯,2988萬,3房2廳2衛40.74坪(建坪),台北市文山區羅斯福路六段 , 華廈 , 37.5年 , 7 / 9樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=ZS187035&pi=21&st=&si=7&spu=fdkabkd,J16大道之城稀有店辦住,3980萬,5房2廳1衛63.28坪(建坪),台北市大同區延平北路二段 , 大樓 , 17.8年 , 1-2 / 13樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=WS36411&pi=21&st=&si=8&spu=fdkabkd,【遠雄宜進新辦公】,8988萬,OPEN123.22坪(建坪),台北市南港區成功路一段 , 大樓 , 1年 , 2 / 14樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=WS36450&pi=21&st=&si=9&spu=fdkabkd,【遠雄宜進】,17188萬,OPEN236.33坪(建坪),台北市南港區成功路一段 , 大樓 , 1年 , 2 / 14樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=WS36432&pi=21&st=&si=10&spu=fdkabkd,【遠雄宜進】,8202萬,OPEN113.11坪(建坪),台北市南港區成功路一段 , 大樓 , 1年 , 2 / 14樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=WS36898&pi=22&st=&si=1&spu=hdaabkd,萬隆商用公寓三樓,1760萬,3房0廳1衛22.23坪(建坪),台北市文山區羅斯福路五段 , 公寓 , 55.2年 , 3 / 4樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=ZS187071&pi=22&st=&si=2&spu=geaabkd,IZ3鼎佳葫蘆幸福3樓,1488萬,3房1廳1衛24.31坪(建坪),台北市士林區葫蘆街 , 公寓 , 57.8年 , 3 / 3樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS176833&pi=22&st=&si=3&spu=eekabkd,臨溪山莊美景名宅獨家承辦,2888萬,1房2廳1衛46.53坪(建坪),台北市北投區同德街 , 大樓 , 31.3年 , 4 / 12樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS157932&pi=22&st=&si=4&spu=acakkkd,金仕曼北投鄉村庭園宅院,3999萬,降價2988,台北市北投區奇岩路 , 別墅 , 69.3年 , 1 / 1樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=ZS172234&pi=22&st=&si=5&spu=aghakkd,內湖整層辦公室,15250萬,OPEN316.11坪(建坪),台北市內湖區新湖三路 , 華廈 , 12年 , 3 / 7樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS166846&pi=22&st=&si=6&spu=aghakkd,天母邊間方正電梯三房,2598萬,3房2廳2衛52.96坪(建坪),台北市士林區中山北路七段 , 華廈 , 39.8年 , 4 / 7樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=WS23677&pi=22&st=&si=7&spu=ajaakak,樂水莊倉儲式52號車位,108萬,6.3坪(建坪),台北市大同區承德路三段 , 其他 , 14.7年 , B3 / 12樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=WS23647&pi=22&st=&si=8&spu=ajaakak,樂水莊倉儲式雙車位,200萬,12.59坪(建坪),台北市大同區承德路三段 , 其他 , 14.7年 , B3 / 12樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS176461&pi=22&st=&si=9&spu=dfkabkd,天母國中方正二樓,2150萬,4房2廳2衛38.99坪(建坪),台北市士林區天母東路 , 公寓 , 45.5年 , 2 / 5樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=ZS186256&pi=22&st=&si=10&spu=dgfabkd,CZ6京站雙子星大戶美宅,1772萬,2房2廳2衛35.73坪(建坪),台北市大同區市民大道一段 , 大樓 , 15.3年 , 6 / 18樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=ZS187714&pi=23&st=&si=1&spu=hcaabkj,J3雙子星低總小店舖,588萬,開放式6.59坪(建坪),台北市萬華區洛陽街 , 其他 , 41.1年 , 1 / 9樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS171888&pi=23&st=&si=2&spu=ahhafkh,山景溫泉管理電梯,768萬,2房2廳1衛19.83坪(建坪),台北市北投區溫泉路 , 華廈 , 47.1年 , 2 / 7樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=WS06144&pi=23&st=&si=3&spu=afkakkd,F13捷運邊間大住辦附車,3500萬,3房2廳2衛59.19坪(建坪),台北市大同區民權西路 , 華廈 , 31.2年 , 2 / 10樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS157116&pi=23&st=&si=4&spu=afkakkd,京城世家超大庭院一樓,6866萬,6房2廳4衛119.9坪(建坪),台北市士林區中山北路六段 , 華廈 , 29.7年 , 1-B1 / 7樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS155714&pi=23&st=&si=5&spu=afkakkd,齊心置產黃金3樓,2198萬,4房2廳1衛43.16坪(建坪),台北市大同區哈密街 , 公寓 , 44.8年 , 3 / 5樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS170576&pi=23&st=&si=6&spu=afkakkd,天母公園旁花園一樓,1968萬,3房2廳2衛(含加蓋1衛)35.67坪(建坪),台北市北投區中山北路七段 , 華廈 , 40.1年 , 1 / 7樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS157421&pi=23&st=&si=7&spu=afkakkd,捷運景觀露臺樓中樓,4788萬,4房3廳3衛(含加蓋1衛)85.31坪(建坪),台北市北投區大度路三段 , 大樓 , 22.7年 , 13-14 / 14樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS166342&pi=23&st=&si=8&spu=afkakkd,大成堂景觀雙併華廈,2980萬,3房2廳1衛56.08坪(建坪),台北市北投區溫泉路 , 華廈 , 19.9年 , 6 / 6樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=ZS180602&pi=23&st=&si=9&spu=afkakkd,I6內湖樓中樓景觀大戶,4450萬,6房2廳3衛93.39坪(建坪),台北市內湖區安泰街 , 華廈 , 16.4年 , 6 / 6樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=ZS175670&pi=23&st=&si=10&spu=afkakkd,力行國小邊間2樓,1760萬,3房2廳2衛34.46坪(建坪),台北市文山區木新路三段 , 公寓 , 41.3年 , 2 / 4樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=XS117126&pi=24&st=&si=1&spu=afjakkd,凱旋公園科技大樓Ⅰ,11338.8萬,１廳232.23坪(建坪),台北市內湖區瑞光路 , 大樓 , 24年 , 11 / 12樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=WS26123&pi=24&st=&si=2&spu=afjakkd,吳興獨棟亮麗頂家,1699萬,3房4廳2衛(含加蓋1房/2廳/1衛)29.41坪(建坪),台北市信義區吳興街 , 公寓 , 41.1年 , 5 / 5樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS172132&pi=24&st=&si=3&spu=afhakkh,京站真正讚四通八達蝸居,798萬,1房0廳1衛14.31坪(建坪),台北市大同區市民大道一段 , 大樓 , 15.3年 , 16 / 18樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=QS25679&pi=24&st=&si=4&spu=adahkkd,慈安首璽溫馨三房車,4680萬,降價4180,台北市萬華區中華路二段 , 大樓 , 12.4年 , 7 / 14樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=ZS185205&pi=24&st=&si=5&spu=ahfafkh,捷運北投站首購養生美寓,788萬,2房2廳1衛23.39坪(建坪),台北市北投區泉源路 , 公寓 , 43.4年 , 4 / 5樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS174374&pi=24&st=&si=6&spu=ahhafkd,文大商圈4樓頂加B,1666萬,10房廳2衛43.28坪(建坪),台北市士林區光華路 , 公寓 , 47年 , 4 / 4樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS174327&pi=24&st=&si=7&spu=ahhafkd,文大商圈4樓頂加A,1666萬,8房廳8衛43.28坪(建坪),台北市士林區光華路 , 公寓 , 47年 , 4 / 4樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=WS37299&pi=24&st=&si=9&spu=hcaabke,S1262西門捷運美妝小資套,1080萬,1房1廳1衛12.52坪(建坪),台北市萬華區環河南路一段 , 大樓 , 33.8年 , 11 / 12樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=ZS158412&pi=24&st=&si=10&spu=afiakkd,民生社區圓環稀有庭院一樓,4380萬,4房3廳2衛74.63坪(建坪),台北市松山區三民路 , 華廈 , 41.9年 , 1-B1 / 7樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS159575&pi=25&st=&si=2&spu=afiakkd,北投白宮山莊景觀大苑,5200萬,6房3廳3衛90.6坪(建坪),台北市北投區復興三路 , 別墅 , 47.3年 , 1-2 / 2樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=ZS172386&pi=25&st=&si=3&spu=afiakkd,民生圓環獨戶住辦,4380萬,4房3廳2衛74.63坪(建坪),台北市松山區三民路 , 華廈 , 41.9年 , 1 / 7樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=WS18829&pi=25&st=&si=4&spu=agkakak,C29基泰之星平面大車位,280萬,6.66坪(建坪),台北市中山區農安街 , 其他 , 15.4年 , -6 / 14樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=ZS176671&pi=25&st=&si=5&spu=ajaakad,近欣欣晶華１３個車位收租,2000萬,125.27坪(建坪),台北市中山區新生北路二段 , 華廈 , 29.9年 , B1-B2 / 8樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS171467&pi=25&st=&si=8&spu=agkafkf,捷運收租4套房,998萬,4房廳4衛20.36坪(建坪),台北市北投區中央北路三段 , 公寓 , 43.1年 , 5 / 5樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=YS176082&pi=25&st=&si=9&spu=agiafkj,泉之鄉溫泉景觀套房,520萬,1房1廳1衛12.39坪(建坪),台北市北投區溫泉路 , 華廈 , 47.1年 , 7 / 7樓,,,
2024/11/28 00:23,https://www.hbhousing.com.tw/detail/?sn=ZS186491&pi=25&st=&si=10&spu=dckebkd,DZ7芳鄰綠蔭邊間美兩房,2650萬,降價2388,台北市中山區新生北路三段 , 華廈 , 37.8年 , 5 / 8樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=XS126315&pi=26&st=&si=1&spu=dckebkd,南港紐約花園三房,6680萬,降價6080,台北市南港區三重路 , 大樓 , 12.8年 , 3 / 13樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=ZS186827&pi=26&st=&si=2&spu=fckabkd,AZ4基泰美妝採光魔術空間,2880萬,1房2廳1衛38.01坪(建坪),台北市中山區農安街 , 大樓 , 15.4年 , 4 / 14樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=WS35870&pi=26&st=&si=3&spu=fckabkd,水岫綠意河岸豪邸車位,3700萬,2房2廳1衛46.62坪(建坪),台北市中正區重慶南路三段 , 大樓 , 12.7年 , 5 / 15樓,,,
